region,spot,year,month,day,half,pollution,depth,WT,DO,pH,EC,sand,silt,clay,moisture,combustible,COD,TOC,TN,TP,SRP,Pb,Zn,Cu,Cr,Ni,As,Cd,Hg,Al,Li
Geum,연기D,2019,9,26,second,slightlybad,3.3,21,8.3,8.1,349,95.6,4.4,0,22.4,1.62,0.15,0.64,1271,653,0,55,287.5,88.4,80.8,35.9,7.8,0.91,0.086,9.6,66.7
Geum,연기U,2019,9,27,second,slightlybad,1.4,21,7.6,7.8,426,99.2,0.8,0,23.8,0.68,0.08,0.24,708,280,0,49.2,337.5,95.2,94,44,8.5,0.77,0.084,9.75,81.2
Yeongsan,영산포-1,2019,9,27,second,normal,6,23,8.2,7.6,154,3.3,71.5,25.1,43.1,5.9,0.94,0.56,909,393,0.6,26.3,106.6,19.1,75.4,31.8,8.7,0.13,0.018,9.2,82.6
Yeongsan,영암천1,2019,9,17,second,normal,0.8,26,5.7,7.1,345,88,10.5,1.5,24.3,1.22,0.18,0.16,217,185,0.5,36.1,114.5,21.8,56.7,24.8,11.5,0.15,0.031,12.57,81.1
Han,이포,2019,9,19,second,slightlybad,4.5,24,9.1,7.8,289,72.2,27.8,0,22.5,1.27,0.09,0.2,367,700,0,22.4,121.7,16.7,174.9,31.8,3.7,0.21,0.007,8.35,22.5
Han,이포D,2019,9,17,second,normal,2.7,24,8.2,7.6,261,58.6,40.1,1.2,27.9,3.61,0.94,1.2,1525,581,7.4,38.6,160.6,24.8,50.2,20.7,6.3,0.31,0.04,11.66,42.2
Han,이포U,2019,9,19,second,normal,3.4,24,8.8,7.8,247,73.7,26.3,0,22.7,1.81,0.53,0.92,1242,440,4.7,32.9,105.9,12.4,34.8,13.3,4.3,0.21,0.019,10.77,33.7
Yeongsan,죽산,2019,9,26,second,slightlybad,6.5,21,7.6,7.3,154,98.3,1.7,0,20.9,0.69,0.09,0.13,203,197,0.5,38.4,132.3,29.9,56.3,24.4,8.3,0.46,0.069,10.34,54.4
Yeongsan,죽산D,2019,9,27,second,slightlybad,5.6,22,8.5,7.4,156,89.6,9.6,0.8,22.9,1.35,0.25,0.5,557,736,4.1,35.6,238.5,35.7,49.2,21.6,8.4,0.32,0.072,9.92,53
Yeongsan,죽산U,2019,9,25,second,slightlybad,4.1,21,8.3,7.7,152,94.2,5.8,0,23.1,1.26,0.08,0.07,368,425,0.8,29.1,208.1,36.1,52.9,23,6.9,0.42,0.042,10.53,52.6
Yeongsan,지석천4,2019,9,17,second,slightlybad,1,25,10.7,8.8,209,98,2,0,19.7,0.66,0.05,0.14,196,235,1.7,28.4,182.3,34.1,43.2,24.5,18.2,0.3,0.061,9.64,54.8
Nakdong,함안,2019,9,20,second,slightlybad,8,25,12.9,9.4,266,99.2,0.8,0,22.8,0.92,0.03,0.06,524,159,0,30.6,109.1,27.1,73.9,32.8,8.4,0.36,0.079,7.74,51
Nakdong,함안U,2019,9,20,second,normal,20.6,25,13.1,9.4,231,99.4,0.6,0,21.5,0.81,0.04,0.06,525,154,0,29.8,110,24.8,73,31.9,8.6,0.39,0.068,8.04,50.9
Yeongsan,함평,2019,9,20,second,normal,4.5,26,8.5,7.9,212,92.6,6.6,0.8,19.8,0.57,0.11,0.19,320,305,1.8,33.1,184,36.9,59.7,26.6,10.1,0.3,0.056,9.48,62.6
Han,행주,2019,9,10,second,normal,4.1,25,7.6,7.5,216,27.8,72.3,0,30.9,2.46,0.46,0.47,769,391,0,18.9,60.2,12.3,49.8,16.6,5.1,0.15,0.037,6.84,37.2
Yeongsan,황룡강5,2019,9,17,second,normal,1.4,26,8.4,8,209,92.2,7.8,0,24,1.93,0.05,0.16,250,385,0.3,32,171.5,30.3,40.4,17.9,6.4,0.26,0.054,11.31,53.6
Geum,가막,2019,10,18,second,bad,1.2,14,11.3,8.9,174,97.5,2.5,0,17,0.34,0.04,0.17,561,199,0,49.5,175.3,75.3,109.4,50,14.9,0.88,0.055,8.64,76.4
Han,가평천3,2019,10,16,second,slightlybad,0.9,16,11.6,8.2,117,75.4,24.6,0,18.6,1.34,0.18,0.48,660,624,0,44.3,164.9,52.9,73.2,32.2,10.5,0.5,0.064,7.65,44.8
Geum,갑천5-1,2019,10,2,second,bad,3.3,24,6.9,7.8,401,96.5,3.5,0,24.7,1.49,0.52,1.2,1852,584,5.3,69.3,743.5,128.1,102.9,44.2,9,1.12,0.198,7.73,52.3
Yeongsan,강진천,2019,10,14,second,normal,0.7,18,9.2,8.4,91,92.6,7.4,0,22.4,0.85,0.06,0.11,244,100,0.2,38.3,135.4,11.3,26.9,10.6,9.5,0.25,0.026,10.85,55.1
Han,강천D,2019,10,17,second,slightlybad,1.8,17,9.7,8,242,70,30,0,26.9,2.44,0.82,2.23,2285,630,8.6,51.9,111.5,13.6,34,12.1,5.2,1.34,0.02,9.71,26.7
Nakdong,거창위천2,2019,10,18,second,normal,0.7,14,10.5,7.3,111,96.7,3.3,0,18.8,0.58,0.03,0.05,220,129,0,23.9,84.3,8.8,26.8,8.2,2,0.2,0.011,9.04,28
Geum,고부천2,2019,10,22,second,normal,0.8,21,9.5,8.5,276,75.6,24.4,0,23,2.06,0.43,0.56,1178,668,4,18,32.4,7.9,48.2,12.5,4.3,0.09,0.011,6.04,25.9
Geum,곡교천2,2019,10,29,second,slightlybad,1.3,17,7.1,7.8,873,92.8,7.2,0,19.8,0.56,0.1,0.18,724,281,9.7,34.8,213.5,90.2,91.9,36.3,5.5,0.58,0.169,7.53,35.6
Yeongsan,곡성,2019,10,8,second,slightlybad,1.2,19,8.9,8.4,125,97.9,2.1,0,19.4,0.74,0.1,0.2,281,198,0.7,39.1,146.1,34.1,57,24.5,10,0.2,0.073,9.78,61.4
Geum,김제,2019,10,23,second,normal,2.2,20,10.9,8.8,1100,96.8,3.2,0,18.7,0.58,0.07,0.13,587,313,4.6,26.5,102,23.3,58.1,20.7,6.1,0.26,0.038,7.14,35.9
Yeongsan,남원,2019,10,15,second,normal,0.4,18,10.8,8,156,99.7,0.3,0,22.5,0.48,0.05,0.11,257,215,1.2,40.2,197.8,34.5,49.4,23.3,10.6,0.31,0.058,9.68,63.8
Han,노량진,2019,10,18,second,bad,8.7,19,8.8,7.6,297,82.4,17.6,0,20.3,0.98,0.06,0.39,738,731,5.4,52.1,154.8,36.2,177.8,32.4,13.3,0.54,1.876,5.62,21.6
Nakdong,논공D,2019,10,11,second,normal,6,21,10,7.8,199,100,0,0,19.5,0.53,0.03,0.05,424,115,0,33.7,90.7,31.7,80.7,24.6,8.8,0.4,0.054,7.24,36
Geum,논산천4,2019,10,17,second,normal,7.1,18,9.7,8.3,192,47.4,49.8,2.8,43.9,5.89,1.11,1.33,2290,1105,18.4,32.1,117,27.3,55.1,19.2,6.6,0.22,0.027,7.51,35.8
Han,달천5,2019,10,30,second,normal,5.4,17,10.6,8.2,242,36.9,61.7,1.5,42,6.27,2.03,1.9,2257,824,0,29.8,120.3,25.8,73.2,29.7,7,0.34,0.031,8.59,37.6
Geum,당진천2,2019,10,28,second,normal,0.8,15,10.8,8.3,573,93.7,6.3,0,21.4,0.82,0.07,0.17,662,438,7,37.2,142.1,38.1,72.6,29.5,13.7,0.35,0.036,7.47,41.1
Han,대성리,2019,10,31,second,normal,3.7,17,8.3,7.9,113,78.1,21.1,0.8,21.5,1.83,0.05,0.11,335,248,0,21.4,70.1,16.8,69.8,26.4,5.7,0.17,0.013,8.18,61.8
Nakdong,대종천,2019,10,17,second,normal,0.7,19,10.5,7.9,173,99.9,0.1,0,20.5,0.95,0.02,0.05,281,196,0,29.8,99.8,16.4,32.6,10.5,4.5,0.3,0.012,8.81,24.2
Nakdong,덕곡D,2019,10,7,second,bad,3,21,9.1,6.7,156,100,0,0,20.7,0.56,0.02,0.04,612,103,0,36.6,101.5,17.8,333.1,20.5,7.6,0.81,0.011,5.4,18.9
Nakdong,도산,2019,10,15,second,bad,1.5,17,11.5,6.6,215,96,4,0,19.4,0.66,0.02,0.07,299,153,0,47.6,322.6,20.4,50.6,19.8,56.2,3.98,0.146,7.45,47.4
Yeongsan,동계,2019,10,7,second,normal,0.4,20,8.6,8.8,101,94.5,5.5,0,22.2,0.79,0.06,0.12,255,360,0.5,32.3,118,42.3,33.9,14.9,5.4,0.29,0.042,8.08,33.7
Geum,동진강3,2019,10,23,second,normal,1.9,20,9.6,8.8,267,91.9,8.1,0,19.3,0.55,0.06,0.09,589,232,0,24.9,56.3,17.4,46,13.3,4.6,0.18,0.018,6.2,25.2
Yeongsan,동홍천,2019,10,23,second,verybad,1,17,9.3,8.5,99,83.6,14.1,2.2,22.9,1.52,0.32,0.93,752,2110,1.4,53.1,476,103.6,111.1,58.8,8.3,0.6,0.247,8.22,23.6
Geum,무주남대천-1,2019,10,30,second,bad,0.8,13,12.2,8.5,153,97.5,2.5,0,18.7,0.61,0.07,0.23,702,360,0,44.8,222.3,47.6,108.2,53.1,19.8,0.8,0.068,7.75,44.7
Geum,무한천2,2019,10,29,second,slightlybad,1.9,16,13.8,8.9,720,95.6,4.4,0,20.5,0.5,0.05,0.13,612,228,0,33.7,141.6,49.3,94.5,35.9,16.5,0.32,0.041,7.44,45.3
Geum,미호천6-1,2019,10,8,second,slightlybad,1.2,19,6.9,7.6,447,97.8,2.2,0,22.4,0.96,0.1,0.3,879,366,0,48.4,306.9,99.2,95.9,47.2,8.4,0.5,0.1,9.91,92.3
Nakdong,반변천2-1,2019,10,22,second,slightlybad,4.3,18,7.8,7.4,151,97.9,2.1,0,20.6,1.3,0.1,0.13,482,232,0,20.5,130.9,10.4,13.2,6.5,14.6,0.65,0.016,8.46,18.6
Yeongsan,보성강4,2019,10,11,second,slightlybad,0.9,18,8.3,8.8,93,88.2,11.9,0,19.5,1.45,0.17,0.48,641,310,0.6,31.5,152.7,33.3,110.4,57.3,22.2,0.33,0.053,10.36,62.7
Yeongsan,보성강7,2019,10,28,second,normal,0.5,15,7.9,8.4,87,95.4,4.6,0,19.4,0.75,0.05,0.17,290,206,0.7,35.1,162,38.3,72.4,30.3,12.1,0.3,0.042,9.52,52.9
Nakdong,봉화,2019,10,14,second,verybad,1,16,10.9,7.5,136,98.7,1.3,0,17.8,0.79,0.04,0.16,268,141,0,82.4,840,39.2,51.7,26.7,123.4,12.56,0.407,7.4,57.3
Han,사직,2019,10,24,second,normal,1.5,17,9.9,7.8,8403,73.6,23.9,2.5,16.4,1.35,0.08,1.2,446,443,4.6,27.2,92.8,31.6,63.8,27.7,10.1,0.26,0.054,6.08,40.8
Han,삼봉리,2019,10,31,second,normal,7.5,16,9.1,7.5,118,60.5,39.4,0,36.8,5.61,1.65,2.04,1930,753,0,30.8,84.3,19.3,70.1,26.1,6.5,0.28,0.024,8.63,29.3
Geum,삽교천3,2019,10,28,second,normal,2.2,16,10.9,8.7,431,95.3,4.7,0,17.4,0.74,0.06,0.13,554,261,4.6,28.6,103.4,25.1,63.5,24.5,7,0.25,0.023,7.48,38.5
Nakdong,선산D,2019,10,7,second,normal,3.4,20,9.6,6.4,132,97.7,2.3,0,18.6,0.4,0.01,0.03,417,82,0,17.3,14.7,1.9,9,2.8,1.3,0.04,0.004,5.53,11
Han,섬강4-1,2019,10,22,second,normal,1,19,15.5,7.9,276,87.5,12.5,0,19.3,0.35,0.05,0.09,305,137,0,27,71.5,8.1,27.4,7.9,3.1,0.29,0.016,7.32,25.3
Geum,성동,2019,10,17,second,slightlybad,4.1,18,12.2,8.8,221,100,0,0,20.8,0.4,0.03,0.11,524,221,0,43.9,157.6,45.2,109.4,40.7,12,0.38,0.048,8.37,43.2
Han,소양강2-2,2019,10,29,second,normal,1.3,14,10.5,7.4,81,67.9,31.3,0.8,28.6,2.67,0.67,2,2139,516,0,34.3,121.2,22.5,56.8,24.6,5.3,0.3,0.036,8.8,40.1
Yeongsan,수어천2,2019,10,21,second,normal,2.3,18,11.2,8.2,15647,12.9,74.7,12.5,47.3,7.53,2.04,1.88,1646,548,4.5,30.7,163.4,33.8,69.9,31,10.5,0.24,0.057,9.18,93.9
Yeongsan,순천동천3,2019,10,28,second,normal,1.3,16,7,7.9,6850,3.8,72.9,23.4,52.4,6.18,1.61,1.15,1634,767,11.8,38.4,141.6,28.6,88.1,38.3,7.6,0.2,0.037,9.36,91.5
Han,신천3,2019,10,1,second,bad,1.2,23,13.8,8.5,1410,77.8,22.2,0,19.6,0.6,0.08,0.21,495,341,5.5,45.3,1127.9,61.1,107.3,44.3,5.2,0.83,0.119,9.31,40.4
Nakdong,안동1,2019,10,22,second,slightlybad,4,18,7.3,7.4,182,96.7,3.3,0,17,0.79,0.06,0.09,485,362,0,32.4,120.9,18.4,58.1,18,9.3,0.42,0.041,7.37,37.9
Han,안성천3,2019,10,10,second,normal,1.7,18,8.3,7.6,482,66,32.3,1.7,21,1.35,0.4,1.04,1456,892,10.9,32.6,187.1,35,61.1,25.6,12.8,0.31,0.053,9.58,34.6
Han,안양천10,2019,10,8,second,bad,1.2,19,4.1,7.4,466,74.6,25.3,0,21.3,1.53,0.32,1.75,1993,927,12.5,46.9,346.2,77.3,86.5,40.8,6.2,1.18,0.251,8.39,35.4
Han,양양,2019,10,24,second,normal,0.5,16,10.4,7.7,77,81.1,18.8,0.1,18.2,0.66,0.04,0.18,330,472,0,23.2,75.5,12.6,92.5,30.2,4.9,0.18,0.015,6.63,24.7
Geum,양화,2019,10,10,second,normal,10.7,18,8.5,7.7,211,97.3,2.7,0,21.6,1.11,0.11,0.3,842,430,0,36.2,118,30,72.3,28.3,10.3,0.33,0.055,8.21,45.3
Nakdong,연초천2,2019,10,23,second,slightlybad,0.7,19,9.2,7.4,216,88.4,9.7,1.9,33.6,4.6,0.66,0.65,968,413,0,32.4,207,39.8,67.7,21.1,6.3,0.44,0.066,9.16,45.7
Nakdong,영덕,2019,10,21,second,slightlybad,0.8,21,9.5,7.6,186,99.4,0.6,0,20.6,1.25,0.06,0.1,456,204,0,77.3,169.6,15.1,60.5,12.9,35.2,0.56,0.069,7.9,36.1
Geum,영동,2019,10,16,second,slightlybad,1.5,16,9.9,8.7,151,96.1,3.9,0,19.9,0.77,0.13,0.34,926,432,0,41.2,186,33.7,53.9,21.7,10,0.56,0.044,8.22,57.1
Geum,영동천2,2019,10,16,second,slightlybad,0.6,16,10.7,8.1,312,93.5,6.5,0,22,1.01,0.04,0.09,574,757,0,50.8,220.2,60.5,68.9,30,19.3,0.69,0.045,8.99,78.5
Han,영등포,2019,10,18,second,slightlybad,7.7,19,11.1,8,305,37.3,61.8,0.9,38.8,5.23,1.23,2.83,2619,888,0,30.6,145.4,34.6,57.4,22.4,6.7,0.32,0.096,7.91,37.1
Han,영월1,2019,10,25,second,normal,0.9,16,11.3,8.7,277,84,14.5,1.5,19.6,0.88,0.08,2.21,470,289,4.8,24.6,81.6,15.7,43.7,19.2,10.4,0.27,0.044,7.17,36.8
Yeongsan,오수천,2019,10,7,second,normal,0.5,19,8.9,8,145,93.6,6.4,0,21.1,0.3,0.05,0.08,145,127,0.6,22.2,128,15,42.8,17.6,6.6,0.19,0.026,9.17,70
Yeongsan,오천천,2019,10,11,second,slightlybad,0.5,21,8.9,8.3,110,75.3,21.6,3.1,29,4.07,0.3,0.35,396,475,0.7,42.7,174.8,55,76.7,36.3,7.7,0.5,0.037,10.97,71
Yeongsan,옹포천,2019,10,23,second,verybad,0.5,17,9.9,8.7,295,80.6,16.3,3.1,22.5,2.58,0.43,0.87,726,2103,13.5,20.6,144.8,54.7,183.8,75.7,6.4,0.23,0.045,7.19,26.4
Geum,와룡천,2019,10,11,second,slightlybad,1,17,9.2,7.7,327,92.7,7.3,0,22.2,0.9,0.16,0.29,846,361,5.1,37.9,207,45.7,62.1,35.4,12.6,0.43,0.048,5.85,43.6
Yeongsan,와탄천,2019,10,29,second,normal,1.2,16,10.7,8.1,310,91.9,8.1,0,21.7,1.17,0.28,0.1,166,223,1.8,32.3,140.8,26.1,44.9,19.1,6.8,0.18,0.029,10.04,50
Nakdong,왕피천,2019,10,21,second,slightlybad,0.7,18,8.9,7.5,124,96.8,3.2,0,18.5,0.78,0.03,0.11,410,129,0,27.7,112.7,21.1,89.8,24.1,23,0.27,0.018,8.73,41.4
Yeongsan,외도천,2019,10,22,second,verybad,0.6,16,10.7,9,152,92.5,7.5,0,22.2,0.65,0.09,0.19,186,2075,1.6,16.2,167.6,38.1,72.4,46.1,4.9,0.36,0.042,9.13,19.2
Yeongsan,요천-1,2019,10,15,second,slightlybad,0.4,17,9.9,8,138,93.9,6.2,0,18.7,0.43,0.06,0.25,363,175,2.8,36,212.8,24.5,39.8,17.4,6.4,0.28,0.078,9.87,105.2
Geum,우산,2019,10,15,second,slightlybad,1.2,18,10.6,8.9,161,95.7,4.3,0,18.3,0.67,0.09,0.25,788,262,0,40.3,188.7,35.1,83.7,34.1,10.4,0.54,0.042,8.38,46.4
Yeongsan,운암,2019,10,17,second,normal,0.9,18,11.2,8.1,155,82.9,14.5,2.7,20.6,1.85,0.46,0.14,220,225,0.3,26.9,114.7,19.2,55,22.6,12.5,0.28,0.035,8.12,58.6
Geum,웅천천2,2019,10,21,second,normal,4.1,17,10.4,8.8,428,85.7,14.3,0,22.8,1.48,0.46,0.68,1139,400,0,20.7,54.8,15.5,57.3,16.2,4.1,0.16,0.013,5.57,26.7
Han,원주,2019,10,22,second,normal,1,15,10.8,7.9,232,79.1,21,0,20.4,0.71,0.09,0.24,606,249,0,22.8,45.8,8.1,31.4,11,7.2,0.16,0.015,7.63,19.2
Geum,원평천2,2019,10,22,second,normal,3,23,9.4,8.8,361,30.1,68,1.9,37.6,3.26,0.7,0.45,1010,540,4.4,24.3,54.9,16.8,53.9,17.3,5.8,0.15,0.02,6.8,36.4
Yeongsan,이사천3,2019,10,28,second,normal,0.6,14,9.9,8.5,88,92.6,7.4,0,21,1.06,0.06,0.2,266,242,0.3,36.5,147.9,29.8,83.2,36.7,10.5,0.33,0.043,9.97,51
Geum,전주천6,2019,10,24,second,bad,3.2,21,8.6,7.9,1726,93.7,6.3,0,40.2,3.41,1.03,1.8,2896,1526,8,51.7,561.7,110.2,66.9,28.9,8.1,1.35,0.342,6.69,50
Han,제천천5,2019,10,30,second,normal,1.2,18,9.2,8.1,250,65.3,34.7,0,38.1,6.67,2.51,1.34,1565,802,4.2,33.5,97.5,17.3,46.4,16.9,5.3,0.25,0.033,9.53,29.9
Yeongsan,주진천2,2019,10,29,second,normal,0.5,17,9.6,8.1,343,95,5,0,19.8,0.45,0.03,0.32,435,322,1.7,26.4,86.6,14.6,52.2,20.3,6.9,0.15,0.023,8.49,51.9
Yeongsan,진월,2019,10,21,second,normal,2.4,18,11,8.4,11296,67.9,29.3,2.8,34.2,4.13,1.43,1.32,1262,428,4.7,32.2,137.2,27.3,60.2,27.4,8.9,0.27,0.051,9.46,85.7
Han,진위천3,2019,10,10,second,normal,1.2,19,7.7,7.5,709,73.6,26.3,0,21.5,1.72,0.31,0.54,917,891,7.7,27.7,74,14.6,42.3,15.3,4.7,0.16,0.026,7.18,14.7
Nakdong,창원천,2019,10,24,second,slightlybad,0.6,21,6,7.5,21740,98.4,1.6,0,22.4,0.69,0.04,0.07,405,115,0,40.5,202.3,31.6,40.3,13.2,3.9,0.42,0.053,7.76,31.8
Geum,청원-1,2019,10,7,second,slightlybad,3.9,17,7.2,7.7,168,95.4,4.6,0,22,1.27,0.69,0.92,1749,627,7.2,51.4,463.9,76.2,90.1,31,9.6,0.86,0.13,7.92,61.1
Geum,초강2,2019,10,14,second,slightlybad,1.2,17,9.4,8,170,94.3,5.7,0,19.8,0.46,0.03,0.08,515,181,0,49.2,180.6,59.3,100.1,36.1,13.2,0.64,0.039,8.65,44.1
Han,춘성교,2019,10,16,second,normal,2.7,15,10,8.1,101,65.2,34.8,0,34.7,5.23,1.78,2.12,2060,651,0,37.4,101.9,31.3,75.9,33.8,8.1,0.32,0.038,9.24,48.5
Han,춘천3,2019,10,29,second,normal,2.7,16,9.3,8.3,105,76.9,23.1,0,21.2,1.56,0.2,0.3,640,278,0,22.4,58.2,14.2,55.8,20.7,8,0.16,0.012,6.99,20.9
Nakdong,칠곡,2019,10,8,second,normal,11.7,20,8,7.5,149,58,35.1,6.9,38.3,4.58,1.69,1.09,1383,514,0,32.8,149.6,27.2,50.7,26.5,8.1,0.39,0.052,8.57,56.9
Nakdong,칠곡D,2019,10,7,second,normal,6.1,20,9.3,6.6,138,99.9,0.1,0,19.2,0.35,0.01,0.04,322,100,0,25.1,64.5,16.4,61,18.2,5.5,0.18,0.021,7.73,30.5
Nakdong,칠곡U,2019,10,8,second,normal,10.7,20,8.2,7.5,154,56.2,37.8,6,38,5.84,1.96,1.65,1880,547,0,31.8,139.4,26.4,50.4,22.3,7.5,0.3,0.054,9.12,52.7
Han,탄천6,2019,10,8,second,normal,1.1,20,7.7,7.7,400,80.5,19.4,0.1,21.3,0.69,0.07,0.29,609,348,0,34.7,124.4,23.3,56.8,21.4,6.6,0.32,0.031,8.76,39.7
Yeongsan,탐진강3,2019,10,14,second,normal,0.6,21,10.1,7.9,146,96.5,3.5,0,21.2,0.9,0.11,0.22,329,269,0.8,36.9,164.4,34.5,60.1,25.5,14.8,0.32,0.053,9.1,48
Han,포남,2019,10,24,second,normal,1.3,16,10.1,7.4,161,78.6,21.4,0,19,0.93,0.05,0.25,291,597,0,21.3,64.9,8.1,58.8,15.6,4.1,0.13,0.023,8.31,21
Han,한탄강4,2019,10,1,second,slightlybad,1.1,23,11.4,8.8,346,87.5,12.5,0,18.7,0.44,0.03,0.12,402,265,0,34.7,327.4,24.8,59.9,28.3,6.1,0.46,0.041,8.06,28.3
Nakdong,함안D,2019,10,10,second,slightlybad,7.2,19,10.1,7.2,161,100,0,0,19.9,0.43,0.01,0.04,274,96,0,29.4,49.2,12.3,211.2,19.1,6.2,0.9,0.011,5.63,18
Geum,현도,2019,10,1,second,slightlybad,4.4,15,5.7,7.4,156,96.8,3.2,0,20.3,0.84,0.22,0.53,1184,295,0,33.6,163.6,37.2,65.4,29,10.1,0.47,0.035,7.77,79.7
Nakdong,형산강6,2019,10,16,second,verybad,2,19,8.1,7.5,8876,100,0,0,21.8,0.86,0.03,0.06,369,210,0,42.5,307.4,36.1,84.5,34.7,12.7,1.75,8.576,8.19,44.7
Nakdong,형산강6,2019,10,16,second,slightlybad,2.3,18,9,7.7,2970,96.6,3.3,0.1,18.3,0.86,0.06,0.07,551,237,0,30,161.3,21.6,44.3,18.5,6.4,0.49,0.163,8.07,42.4
Nakdong,황강2,2019,10,18,second,normal,1.6,14,10.6,7.6,136,97.2,2.8,0,20.8,0.55,0.03,0.05,428,129,0,26.4,104,11.6,28.9,7.5,1.7,0.22,0.016,9.28,27.6
Nakdong,황강5,2019,10,25,second,slightlybad,0.8,17,9.9,8,167,99.5,0.5,0,21.1,0.47,0.02,0.04,376,89,0,20.3,78.8,8.6,69.6,11.3,2.6,0.45,0.008,7.4,15.2
Nakdong,황지2,2019,10,14,second,bad,0.7,15,10.7,7,398,90.6,7,2.4,16.9,1.74,0.05,0.45,496,226,0,70.6,494.2,72.2,74.6,74.1,46.2,1.74,0.886,7.54,68.4
Nakdong,감천2-1,2019,11,19,second,normal,2,10,11.9,8,322,97.9,2.1,0,19.7,0.38,0.02,0.04,282,83,0,23,89.8,14.6,39.9,14.8,3.3,0.15,0.025,8.99,45.6
Nakdong,경호강2,2019,11,11,second,slightlybad,2.7,12,11.4,7.2,166,96.3,3.7,0,19.4,0.51,0.05,0.07,328,155,0,22.3,98.8,22.8,127,24.5,2.4,0.33,0.033,8.17,27.1
Nakdong,곤양천,2019,11,12,second,normal,1.5,13,11.2,7.9,176,91.7,7.2,1.1,20.5,0.94,0.06,0.09,405,134,0,19.8,136.6,17.1,107.6,26.4,2.9,0.28,0.029,8.77,27.6
Yeongsan,광양서천,2019,11,4,second,slightlybad,0.4,17,11.9,8.5,95,91.2,8.8,0,23.7,1.02,0.07,0.17,279,342,0.1,59.2,279.6,50.7,66,32.3,14.9,0.79,0.058,9.62,34.7
Nakdong,구포,2019,11,20,second,normal,10.3,15,11.3,9.1,267,98.2,1.8,0,27.5,1.7,0.06,0.12,701,239,0,22.2,70.6,10.2,43.4,13.4,3.5,0.21,0.019,8.23,30.8
Nakdong,남강4-1,2019,11,13,second,slightlybad,1.4,14,12,8.6,173,99.6,0.4,0,21.6,0.78,0.05,0.07,399,156,0,25.8,129.8,20.5,91.9,24.8,5.8,0.49,0.052,9.18,48.9
Nakdong,내성천3-1,2019,11,5,second,normal,0.5,13,10.8,8.1,300,97.3,2.7,0,20.8,0.49,0.03,0.04,238,78,0,29,131.3,18.8,42.3,17.8,5.4,0.18,0.041,9.88,49.7
Nakdong,덕천강2,2019,11,11,second,normal,1.8,12,10.5,7.3,69,94.4,5.6,0,25.9,1.94,0.11,0.19,524,451,0,23.7,140.4,19.4,89.4,27.6,3.5,0.27,0.018,9.97,35.8
Yeongsan,돌산천,2019,11,4,second,normal,0.4,16,11.3,9.2,217,84.5,14.2,1.3,22.1,1.55,0.14,0.26,327,346,4.6,36.7,146.1,30.9,38.3,17.2,6,0.34,0.043,9,47.6
Nakdong,명촌,2019,11,6,second,slightlybad,1.5,19,9.6,8,23052,99.6,0.4,0,11.9,0.63,0.03,0.05,425,96,0,27.2,113.5,12.6,81.1,14,9.4,0.5,0.032,6.96,18.3
Nakdong,밀양강3,2019,11,14,second,slightlybad,2.3,12,11.2,8,245,100,0,0,20.7,0.46,0.05,0.09,444,196,0,38.2,177.6,27.2,47.2,19.6,14.9,0.45,0.053,8.84,54.8
Nakdong,병성천-1,2019,11,4,second,normal,0.6,16,11.6,8,319,97.7,2.3,0,19.6,0.58,0.03,0.06,414,98,0,19.8,56.7,12,56.8,15.5,2.3,0.25,0.017,8.14,19
Nakdong,삼랑진2,2019,11,14,second,normal,8.4,15,12.4,8.7,258,100,0,0,25.1,1.14,0.02,0.04,416,124,0,32.2,143,22,53.4,24.4,8.9,0.34,0.057,9.49,52.4
Nakdong,서낙동강3,2019,11,20,second,slightlybad,2.7,13,8.2,7.5,710,91.7,8.2,0.1,21.3,1.57,0.21,0.36,647,481,10.3,53.6,314.8,40.6,48.9,23.4,8.3,0.72,0.1,10.67,51.7
Nakdong,수영강5,2019,11,21,second,bad,3.3,16,4.4,7,34053,11,72,17,51.6,9.54,3.33,2.8,2636,1092,31.5,97.7,448.4,102.3,90.8,26.9,11.2,1.41,0.463,9.14,77
Nakdong,영강2-1,2019,11,4,second,normal,1,17,11.2,8.1,373,99.1,0.9,0,19.2,0.73,0.04,0.08,477,95,0,34.7,88.5,19,52.3,22.1,9.4,0.31,0.038,8.42,51.3
Nakdong,예천2,2019,11,5,second,slightlybad,1.5,15,9.6,7.7,179,100,0,0,19.2,0.64,0.02,0.05,309,118,0,32.8,108.1,12.5,115.8,14,10.1,1,0.021,6.2,20.4
Nakdong,용산,2019,11,13,second,bad,7,14,12.5,9,308,100,0,0,19.5,0.47,0.01,0.04,331,117,0,62.2,171.1,17.4,385.8,12.2,10.9,3.29,0.019,2.82,12.3
Nakdong,위천6,2019,11,19,second,slightlybad,4.5,10,10.6,7.9,304,96.4,3.6,0,19.3,0.58,0.02,0.05,317,71,0,30.2,72,18.6,114.7,27.1,11.4,0.36,0.035,7.6,43.8
Nakdong,창녕,2019,11,18,second,normal,7.8,14,10.4,8.3,378,99.6,0.4,0,18.8,0.55,0.03,0.05,267,116,0,37.6,162.1,25.6,92.4,32.9,10.6,0.34,0.058,9.41,50.5
Nakdong,태화,2019,11,7,second,slightlybad,2.5,18,9.3,7.8,16598,96.3,3.7,0,22,1.35,0.18,0.21,584,197,0,34.2,164.9,41.3,42.8,20.8,13.2,0.38,0.159,8.84,53.7
